,graph_family,n,p,seed,gamma_plot,gamma_start,gamma_end,final_mean_ratio,tail_mean_ratio,peak_mean_ratio,final_optimal_mass
185,erdos_renyi,8,2,4,0.9,0.0,0.9,0.75853,0.7301710000000001,0.75853,0.2651
186,erdos_renyi,8,2,4,1.0,0.0,1.0,0.8871600000000001,0.8294369999999999,0.8871600000000001,0.42369999999999997
187,erdos_renyi,8,2,4,1.1,0.0,1.1,0.8994199999999999,0.8865129999999999,0.8994199999999999,0.4164999999999999
188,erdos_renyi,8,2,4,1.2,0.0,1.2,0.8963800000000001,0.896824,0.89936,0.4214
189,erdos_renyi,8,2,4,1.25,0.0,1.25,0.8959299999999999,0.89663,0.90015,0.4234
190,erdos_renyi,8,2,4,1.28,0.0,1.28,0.89577,0.8963430000000001,0.90022,0.4230999999999999
191,erdos_renyi,8,2,4,1.3,0.0,1.3,0.89467,0.8960670000000001,0.9004000000000001,0.423
192,erdos_renyi,8,2,4,1.4,0.0,1.4,0.89277,0.8937630000000001,0.8977599999999999,0.42380000000000007
193,erdos_renyi,8,2,4,1.5,0.0,1.5,0.89162,0.8922230000000001,0.8985200000000001,0.42639999999999995
194,erdos_renyi,8,2,4,2.0,0.0,2.0,0.8878600000000001,0.88741,0.8985,0.43069999999999997
195,erdos_renyi,8,2,4,3.0,0.0,3.0,0.8846400000000001,0.882555,0.89383,0.43189999999999995
196,erdos_renyi,8,2,4,4.0,0.0,4.0,0.8825500000000002,0.88039,0.89036,0.4314
197,erdos_renyi,8,2,4,5.0,0.0,5.0,0.8820699999999999,0.879566,0.88889,0.43170000000000003
198,erdos_renyi,8,2,4,6.0,0.0,6.0,0.88127,0.879215,0.88704,0.4314
199,erdos_renyi,8,2,4,7.0,0.0,7.0,0.8805,0.878918,0.8843499999999999,0.4314
200,erdos_renyi,8,2,4,8.0,0.0,8.0,0.8804400000000001,0.8785440000000001,0.88182,0.43110000000000004
201,erdos_renyi,8,2,4,10.0,0.0,10.0,0.87941,0.8777550000000002,0.88019,0.43189999999999995
202,erdos_renyi,8,2,4,12.0,0.0,12.0,0.8789300000000001,0.8763770000000001,0.87927,0.43220000000000003
203,erdos_renyi,8,2,4,14.0,0.0,14.0,0.87639,0.874436,0.8765599999999999,0.4287
204,erdos_renyi,8,2,4,16.0,0.0,16.0,0.8742899999999999,0.8716439999999999,0.8742899999999999,0.4277
205,erdos_renyi,8,2,4,18.0,0.0,18.0,0.8698,0.867254,0.8698,0.42310000000000003
206,erdos_renyi,8,2,4,24.0,0.0,24.0,0.84892,0.8477629999999999,0.8496500000000001,0.4058
207,erdos_renyi,8,2,4,32.0,0.0,32.0,0.80016,0.800592,0.80299,0.3445
208,erdos_renyi,8,2,4,45.0,0.0,45.0,0.7382099999999999,0.739582,0.7432400000000001,0.23640000000000003
209,erdos_renyi,8,2,4,55.0,0.0,55.0,0.7216400000000001,0.7218319999999999,0.72976,0.1873
210,erdos_renyi,8,2,4,64.0,0.0,64.0,0.7172700000000001,0.7182189999999999,0.73025,0.1634
211,erdos_renyi,8,2,4,128.0,0.0,128.0,0.7203999999999999,0.7217610000000001,0.7304299999999999,0.1326
212,erdos_renyi,8,2,4,256.0,0.0,256.0,0.72434,0.7264700000000001,0.73285,0.12359999999999999
213,erdos_renyi,8,2,4,512.0,0.0,512.0,0.7284200000000001,0.7327849999999999,0.73627,0.11520000000000001
214,erdos_renyi,8,2,4,1024.0,0.0,1024.0,0.7247600000000001,0.727932,0.7317600000000001,0.0802
