graph_family,n,p,seed,objective,init_id,init_seed,init_params,final_mean_ratio,tail_mean_ratio,peak_mean_ratio,final_optimal_mass,gamma_plot,gamma_average_requested,gamma_average_realized,gamma_start,gamma_end_exclusive,gamma_last
erdos_renyi,8,2,0,QTL ascending schedule with average gamma=10.00,2,20262431,"[0.7781164276219816, 3.2262615747046017, 1.0811483388068108, 2.98222281407082]",0.8802857142857142,0.8807714285714286,0.8898857142857144,0.4258,10.0,10.0,9.9,0.0,20.0,19.8
erdos_renyi,8,2,0,QTL ascending schedule with average gamma=10.00,3,20262432,"[4.307602282343021, 3.034090238606556, 2.891329909804126, 1.6537892584670473]",0.5690571428571428,0.5717628571428571,0.5840857142857142,0.022199999999999994,10.0,10.0,9.9,0.0,20.0,19.8
erdos_renyi,8,2,0,QTL ascending schedule with average gamma=10.00,4,20262433,"[1.697931517675189, 4.9740234499068094, 5.809501218322688, 4.3764810471886175]",0.7924857142857142,0.7949114285714286,0.8089428571428572,0.215,10.0,10.0,9.9,0.0,20.0,19.8
erdos_renyi,8,2,0,QTL ascending schedule with average gamma=16.00,0,20262429,"[3.0045084741480124, 0.6658867766369198, 2.9231716237466285, 4.046416608096568]",0.8383142857142857,0.8363028571428572,0.8390285714285716,0.3066,16.0,16.0,15.839999999999998,0.0,32.0,31.68
erdos_renyi,8,2,0,QTL ascending schedule with average gamma=16.00,1,20262430,"[5.1541213316333945, 3.721852295442659, 4.903726068591482, 1.2222919096378122]",0.5702857142857143,0.5725085714285714,0.5855142857142858,0.021,16.0,16.0,15.839999999999998,0.0,32.0,31.68
erdos_renyi,8,2,0,QTL ascending schedule with average gamma=16.00,2,20262431,"[0.7781164276219816, 3.2262615747046017, 1.0811483388068108, 2.98222281407082]",0.8824285714285713,0.8835000000000001,0.8863142857142857,0.4002,16.0,16.0,15.839999999999998,0.0,32.0,31.68
erdos_renyi,8,2,0,QTL ascending schedule with average gamma=16.00,3,20262432,"[4.307602282343021, 3.034090238606556, 2.891329909804126, 1.6537892584670473]",0.5682,0.5717171428571429,0.5841714285714286,0.021,16.0,16.0,15.839999999999998,0.0,32.0,31.68
erdos_renyi,8,2,0,QTL ascending schedule with average gamma=16.00,4,20262433,"[1.697931517675189, 4.9740234499068094, 5.809501218322688, 4.3764810471886175]",0.7926000000000001,0.7948485714285713,0.8055714285714286,0.21500000000000002,16.0,16.0,15.839999999999998,0.0,32.0,31.68
erdos_renyi,8,2,0,QTL ascending schedule with average gamma=24.00,0,20262429,"[3.0045084741480124, 0.6658867766369198, 2.9231716237466285, 4.046416608096568]",0.8109714285714286,0.8113428571428573,0.8147714285714286,0.2434,24.0,24.0,23.76,0.0,48.0,47.519999999999996
erdos_renyi,8,2,0,QTL ascending schedule with average gamma=24.00,1,20262430,"[5.1541213316333945, 3.721852295442659, 4.903726068591482, 1.2222919096378122]",0.5694857142857143,0.5723371428571429,0.5862285714285714,0.020800000000000003,24.0,24.0,23.76,0.0,48.0,47.519999999999996
