graph_family,n,p,seed,objective,init_id,init_seed,init_params,final_mean_ratio,tail_mean_ratio,peak_mean_ratio,final_optimal_mass,gamma_plot,gamma_raw
erdos_renyi,8,2,0,QTL gamma=3.00,3,20262504,"[2.9402097688325153, 2.325385077952556, 1.3539460024380696, 0.8331752715770295]",0.5955142857142858,0.5924371428571429,0.6086857142857143,0.0324,3.0,3.0
erdos_renyi,8,2,0,QTL gamma=3.00,4,20262505,"[2.5690836942466486, 0.5419586162094413, 2.762971809002851, 0.2545785366487556]",0.8674571428571429,0.8675571428571429,0.8719714285714285,0.4002,3.0,3.0
erdos_renyi,8,2,0,QTL gamma=4.00,0,20262501,"[2.834863079152674, 2.274532510449481, 1.3470427305204011, 2.773622675047124]",0.5935142857142858,0.5897657142857143,0.6206857142857142,0.032799999999999996,4.0,4.0
erdos_renyi,8,2,0,QTL gamma=4.00,1,20262502,"[2.668881521906221, 1.7560123976793411, 1.035076847301133, 0.13605818313757845]",0.7968000000000001,0.7958742857142858,0.801542857142857,0.2278,4.0,4.0
erdos_renyi,8,2,0,QTL gamma=4.00,2,20262503,"[0.20955121882275055, 1.7771147348117822, 1.1170374762263715, 0.9901359326950538]",0.7997714285714286,0.7976257142857143,0.8047142857142857,0.235,4.0,4.0
erdos_renyi,8,2,0,QTL gamma=4.00,3,20262504,"[2.9402097688325153, 2.325385077952556, 1.3539460024380696, 0.8331752715770295]",0.5940285714285715,0.5897171428571428,0.6090285714285714,0.0322,4.0,4.0
erdos_renyi,8,2,0,QTL gamma=4.00,4,20262505,"[2.5690836942466486, 0.5419586162094413, 2.762971809002851, 0.2545785366487556]",0.8656571428571428,0.8664200000000001,0.8715142857142858,0.40019999999999994,4.0,4.0
erdos_renyi,8,2,1,Expectation,0,20262501,"[2.834863079152674, 2.274532510449481, 1.3470427305204011, 2.773622675047124]",0.8738999999999999,0.872746,0.8765000000000001,0.1172,0.0,0.0
erdos_renyi,8,2,1,Expectation,1,20262502,"[2.668881521906221, 1.7560123976793411, 1.035076847301133, 0.13605818313757845]",0.6814199999999999,0.682064,0.68754,0.0124,0.0,0.0
erdos_renyi,8,2,1,Expectation,2,20262503,"[0.20955121882275055, 1.7771147348117822, 1.1170374762263715, 0.9901359326950538]",0.8253199999999999,0.8262320000000001,0.82988,0.061,0.0,0.0
erdos_renyi,8,2,1,Expectation,3,20262504,"[2.9402097688325153, 2.325385077952556, 1.3539460024380696, 0.8331752715770295]",0.8641,0.8644999999999999,0.869,0.1028,0.0,0.0
erdos_renyi,8,2,1,Expectation,4,20262505,"[2.5690836942466486, 0.5419586162094413, 2.762971809002851, 0.2545785366487556]",0.8669,0.866754,0.8696400000000001,0.1066,0.0,0.0
erdos_renyi,8,2,1,QTL gamma=0.25,0,20262501,"[2.834863079152674, 2.274532510449481, 1.3470427305204011, 2.773622675047124]",0.87354,0.8724400000000001,0.8755000000000001,0.1222,0.25,0.25
erdos_renyi,8,2,1,QTL gamma=0.25,1,20262502,"[2.668881521906221, 1.7560123976793411, 1.035076847301133, 0.13605818313757845]",0.6777599999999999,0.679722,0.6862199999999999,0.0104,0.25,0.25
